pair_name,pair_a,pair_b,sign,region_rank,region_id_raw,size_voxels,tfce_threshold_used,tfce_sum,tfce_max,Layer,NoiseStd,Percent,idx_layer,idx_noise,idx_percent,tfce_value,tfce_abs_for_sign,t_value,mean_subtraction,n_valid
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.2,0.6,27,1,6,25632.967933797656,25632.967933797656,15.754532618051384,0.0245253164556962,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.2,0.7,27,1,7,28137.464929908598,28137.464929908598,16.863190978318332,0.030854430379746833,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.2,0.8,27,1,8,30079.77754512984,30079.77754512984,19.728227488319035,0.037658227848101265,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.3,0.4,27,2,4,27050.08092646739,27050.08092646739,16.353243452861932,0.015189873417721522,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.3,0.5,27,2,5,23240.591004862734,23240.591004862734,14.770944188191427,0.02515822784810126,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.3,0.6,27,2,6,29304.38929389481,29304.38929389481,17.487545550015522,0.03401898734177215,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.4,0.4,27,3,4,30248.700237906825,30248.700237906825,18.499999999999993,0.023417721518987338,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.4,0.5,27,3,5,30828.284746282723,30828.284746282723,20.050405341071848,0.03338607594936708,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.5,0.4,27,4,4,30258.114260382285,30258.114260382285,18.509715334196475,0.03322784810126582,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.6,0.2,27,5,2,28327.22400931903,28327.22400931903,17.50015332490727,0.01629746835443038,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.6,0.3,27,5,3,28477.519666821583,28477.519666821583,17.71601374060042,0.02468354430379747,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.6,0.4,27,5,4,27412.271404447227,27412.271404447227,16.513001918213575,0.031962025316455686,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.7,0.2,27,6,2,27370.183810762734,27370.183810762734,16.494305812870603,0.018670886075949363,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.7,0.3,27,6,3,29012.70266031012,29012.70266031012,19.269752929419337,0.03401898734177215,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.8,0.2,27,7,2,26680.23369630685,26680.23369630685,16.194457088610182,0.02579113924050632,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,1.9,0.2,27,8,2,27052.65747950094,27052.65747950094,17.13965339708384,0.03306962025316455,40
Semantic_minus_Neologism,Semantic,Neologism,positive,1,1,134,22402.62805173757,3702666.4236555956,34316.8335838638,27.0,2.0,0.1,27,9,1,22614.688840772447,22614.688840772447,14.51206394693739,0.014240506329113925,40
