Layer,NoiseStd,Percent,NumSeeds,Phonemic_minus_Neologism_mean,Phonemic_minus_Neologism_t,Phonemic_minus_Neologism_tfce,Phonemic_minus_Neologism_n_valid,Semantic_minus_Neologism_mean,Semantic_minus_Neologism_t,Semantic_minus_Neologism_tfce,Semantic_minus_Neologism_n_valid
0.0,1.4,0.3,40,0.018829113924050633,2.0220195323155656,124.45456550410537,40,-0.006487341772151897,-0.8704832417771818,-10.52749264068693,40
0.0,1.4,0.4,40,0.030696202531645574,2.4155152719522106,131.299862156187,40,-0.008069620253164557,-0.9662947054126695,-14.346390859651954,40
0.0,1.4,0.5,40,-0.021993670886075956,-0.8601775857869229,-1.7585994717723736,40,-0.05458860759493671,-1.857918183498942,-97.2431786958031,40
0.0,1.4,0.6,40,0.020094936708860762,2.412578423288683,4.799588234475155,40,-0.010917721518987341,-1.0594060435081294,-18.76775288149781,40
0.0,1.4,0.7,40,-0.006962025316455699,-0.4156163170769509,-0.8513204039750456,40,-0.02863924050632911,-1.4259133522116336,-44.91034680753374,40
0.0,1.4,0.8,40,-0.01867088607594937,-0.9573034208351047,-9.792088267065896,40,-0.035443037974683546,-1.5581008308994924,-58.207478336437795,40
0.0,1.4,0.9,40,-0.0017405063291139234,-0.3914323190100636,-0.7154568519193355,40,-0.007436708860759493,-1.4619023879683652,-48.31024339769167,40
0.0,1.4,1.0,40,0.01876909646442601,1.6837102538821993,4.595036628633945,29,-0.006329113924050632,-2.100724512700527,-81.08532574880175,29
0.0,1.5,0.0,40,0.0,0.0,0.0,10,0.0,0.0,0.0,10
0.0,1.5,0.1,40,0.005221518987341773,2.4862011850233654,126.22124948843388,40,0.004430379746835444,3.3429685305864365,243.64738499653927,40
0.0,1.5,0.2,40,-0.014715189873417722,-0.6533549903577105,-0.2964586532310905,40,-0.039715189873417725,-1.5974902262061195,-62.621632366037936,40
0.0,1.5,0.3,40,0.0018987341772151902,0.14973149192126836,0.05942049784010382,40,-0.02310126582278481,-1.2644408593895202,-31.523259858194663,40
0.0,1.5,0.4,40,0.0189873417721519,2.0344903399613936,126.65349932081563,40,-0.013765822784810125,-1.7005929382324765,-75.17395983055454,40
0.0,1.5,0.5,40,-0.020411392405063292,-0.7297554549606928,-1.3993196130341885,40,-0.05332278481012659,-1.7854336359377518,-86.61134544435959,40
0.0,1.5,0.6,40,-0.0015822784810126584,-0.2435664429027642,-0.1848077759417316,40,-0.013291139240506327,-1.8970688064741283,-103.31008489706062,40
0.0,1.5,0.7,40,-0.01803797468354431,-1.3837999489051942,-10.993970398081292,40,-0.03765822784810127,-2.4525224166483244,-217.2728520287694,40
0.0,1.5,0.8,40,-0.012183544303797469,-0.9705612160321347,-10.195074201184278,40,-0.017721518987341773,-1.149971369544487,-23.863692125925674,40
0.0,1.5,0.9,40,0.0015822784810126584,0.6129621059678985,1.838573698696206,40,-0.006012658227848102,-2.453413742323502,-133.48975742341014,40
0.0,1.5,1.0,40,-0.015931907463989523,-0.8332156100836324,-6.517888285115288,29,-0.033828022697512006,-1.7353792617331294,-79.73204513770264,29
0.0,1.6,0.0,40,0.0,0.0,0.0,10,0.0,0.0,0.0,10
0.0,1.6,0.1,40,-0.01060126582278481,-0.5745468000496547,-0.3092287288967659,40,-0.019145569620253166,-0.9032463026849964,-11.732623416409304,40
