pair_name,pair_a,pair_b,Layer,NoiseStd,Percent,NumSeeds,n_valid,mean_conjunction,std_conjunction,score_value,tfce_value
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.1,0.1,40,40,0.0007911392405063292,0.005003603892671482,0.15808228932260515,0.003944174283069227
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.1,0.2,40,40,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.1,0.3,40,40,0.005221518987341772,0.024861520172184192,0.21001567625407208,0.32402123819604
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.1,0.4,40,40,0.00015822784810126583,0.001000720778534297,0.15795604073700306,0.22594803569122748
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.1,0.5,40,40,0.009335443037974683,0.036343510328787236,0.2568597830462555,0.46249688790187105
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.1,0.6,40,40,0.019462025316455696,0.040775928011039596,0.47728032163645856,1.5008677754258615
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.1,0.7,40,40,0.0066455696202531635,0.02154426985299381,0.3084468036648765,0.6807475774726962
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.1,0.8,40,40,0.014556962025316459,0.037817482694896425,0.3849166065903778,1.150250009058787
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.1,0.9,40,40,0.015822784810126583,0.038751123272057,0.4083075577315765,1.3320942532628746
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.1,1.0,40,30,0.02362869198312236,0.04641813132477052,0.5090291719981723,1.634069752556894
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,0.0,40,10,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,0.1,40,40,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,0.2,40,40,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,0.3,40,40,0.00015822784810126583,0.001000720778534297,0.15795604073700306,0.22594803569122748
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,0.4,40,40,0.0014240506329113924,0.008042567186349586,0.17704217543282186,0.25571667370985923
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,0.5,40,40,0.009493670886075948,0.0343085938217096,0.2767060121845211,0.5377470911193202
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,0.6,40,40,0.022626582278481012,0.052522504024263304,0.4307896569130009,1.491254692226532
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,0.7,40,40,0.006329113924050634,0.014825778118216486,0.4268704821497635,1.490210019818373
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,0.8,40,40,0.006170886075949368,0.017347060414214285,0.3557104326713779,0.9490449836513606
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,0.9,40,40,0.011550632911392404,0.03280534621532088,0.35208532018717,0.9260228048596317
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.2,1.0,40,30,0.01518987341772152,0.02876933454321067,0.5279699961398635,1.639175018848288
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,0.0,40,10,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,0.1,40,40,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,0.2,40,40,0.0,0.0,0.0,0.0
